356.4456215,114.6227577,3
346.3103751,148.3446207,3
351.7370737,148.7579344,3
341.7588795,132.0279966,3
359.4452921,121.6089859,3
345.4536849,125.3347398,3
356.1120893,153.7464944,3
348.0478958,126.2289202,3
357.9055134,132.0009401,3
358.3002564,139.3957087,3
553.1271145,129.9813299,2
553.470581,118.459829,2
538.002537,123.8185327,2
550.4260997,120.0496632,2
529.1118296,151.8956901,2
531.2263562,121.19324,2
523.0933833,125.5711063,2
543.1936708,123.937945,2
558.8020713,125.8618547,2
531.9494419,146.1865051,2
548.3716085,140.5090015,2
533.107578,154.5826339,2
545.3239711,135.5720338,2
539.4889641,152.6967108,2
544.1785807,121.7946835,2
549.8222913,144.9128305,2
522.6792078,139.5365236,2
545.1281317,142.0360495,2
527.7482922,150.5542197,2
558.2825326,122.5198618,2
539.8927095,134.5259962,2
522.8065511,133.8135398,2
522.9264558,143.6538725,2
555.4272103,147.1870043,2
523.3381115,144.6815971,2
510.4551697,327.9962514,1
477.0463037,354.0949841,1
436.5095563,344.7363854,1
429.3054576,338.0865508,1
432.5635506,343.5365112,1
495.025023,329.2556054,1
436.9286328,324.3708389,1
421.3500674,325.0720066,1
550.073371,293.0386359,1
477.2596054,350.9124754,1
419.1369111,325.9368425,1
464.3415871,343.6473322,1
369.01,302.8683213,1
480.2244366,336.5558543,1
394.3034773,325.2139137,1
458.9175635,334.9764649,1
454.5650495,344.6616617,1
445.709846,330.9608008,1
430.6496683,346.9576323,1
442.6237838,345.2066065,1
530.6671134,301.0527186,1
353.0005405,296.7520055,1
502.1646182,315.3669592,1
416.5678688,323.0963479,1
429.9537616,318.1862962,1
399.7243482,320.4451903,1
526.1142177,304.7513831,1
505.9156296,331.1233155,1
455.9748542,323.6079063,1
459.7845221,346.8290178,1
405.0283188,341.6168299,1
406.0724986,341.4865506,1
428.9323282,326.1706768,1
508.9598291,314.4061932,1
392.8882838,316.2371625,1
485.2674801,313.9814901,1
507.1250866,334.8054264,1
480.5368763,315.0374851,1
462.9687855,344.5147789,1
430.1901908,323.9780658,1
397.3228979,324.2704218,1
477.9753225,315.3571332,1
447.129079,349.2426878,1
476.254493,326.8985527,1
482.2759777,333.2155188,1
370.6615667,316.9051925,1
452.6853515,327.3021097,1
391.3821767,320.83718,1
359.9512258,297.9763059,1
428.9049629,320.3238086,1
370.7763764,316.9071249,1
499.0667899,342.9361845,1
404.649148,315.7461161,1
423.5206879,318.3405785,1
462.0728609,326.0192049,1
462.6748393,329.3525479,1
482.835953,318.3207852,1
467.8607025,316.2843287,1
400.1584574,339.8524027,1
452.643927,325.1186021,1
351.0758751,291.9896908,1
537.4584842,296.6486458,1
444.6670597,343.6680544,1
510.831944,308.2225282,1
457.9369222,358.2376061,1
414.2760183,316.7525258,1
429.4366342,332.4191152,1
439.9245368,351.238657,1
471.493867,332.0818398,1
392.9558161,335.7446448,1
274.758163,339.4785653,0
593.0916721,377.8199417,0
301.6360272,84.0528209,0
310.3190094,382.9631156,0
410.4043882,427.1498288,0
578.4203382,400.5173867,0
638.8009464,141.2041839,0
564.0098839,394.6523282,0
533.4633048,29.30529256,0
618.2172845,339.1063215,0
483.4649725,426.5856317,0
541.3772365,24.96212038,0
409.2245521,439.0731079,0
428.6327393,15.3265907,0
500.5779851,22.82204465,0
444.2248114,4.861581611,0
309.0861057,75.37977669,0
402.3289743,24.16638837,0
646.7426397,323.3706745,0
259.0263525,327.7318255,0
660.5286922,251.0381964,0
333.2216773,43.40226912,0
646.2147938,172.6110519,0
461.5119302,8.277179568,0
230.6363833,214.3113256,0
618.7142388,337.2077637,0
646.9441683,320.5472352,0
518.7617587,24.68412158,0
663.5510125,218.900918,0
553.1803859,50.64818536,0
659.5850838,175.0975097,0
566.8672581,33.55399691,0
360.2758743,152.3256339,3
639.036877,344.7114161,0
478.312769,432.5868216,0
550.7103654,24.37238164,0
232.7922916,251.8579206,0
341.1938212,414.9495216,0
298.0562231,83.76757013,0
389.7173762,430.7588497,0
379.9771344,20.80755796,0
367.3884758,414.364087,0
422.7737004,430.4119297,0
666.9344691,170.1354887,0
574.9116058,47.62951522,0
264.5616545,343.852355,0
643.2972281,298.632798,0
555.048039,42.18362343,0
613.0195518,94.91549622,0
250.4148989,266.9111863,0
588.3728691,399.8377092,0
650.8071182,167.9382637,0
545.3469616,21.72680137,0
532.5718801,419.5723441,0
484.2629923,436.9273822,0
422.0058284,20.44808395,0
669.9234643,190.8682336,0
318.6102838,43.7402411,0
674.8607035,225.3345628,0
333.614292,409.5627826,0
366.5233847,37.39479174,0
295.0967556,78.75421108,0
632.0881226,314.6165997,0
464.378316,431.4109748,0
630.27602,321.4082867,0
407.4454151,436.2870319,0
546.0227109,34.58561981,0
364.5048092,428.0607114,0
309.7851464,392.1811226,0
487.4332964,3.75668084,0
318.564784,388.7483269,0
572.7970668,61.47717369,0
498.7226715,20.28007981,0
362.8836631,118.5771626,3
640.0670437,305.3276084,0
465.6338864,14.30373703,0
312.8114105,378.0642614,0
286.0132761,357.5807993,0
643.8146371,316.1020552,0
470.7616757,447.6013793,0
451.7880828,2.449791198,0
323.3287084,388.7441919,0
362.9249272,122.0111147,3
367.7602658,37.26709809,0
418.3927485,7.243467283,0
305.4501034,68.85874419,0
318.6202277,43.60984974,0
337.3701298,39.35755911,0
241.6691589,162.6341317,0
239.6817984,280.3481782,0
486.2799598,342.0617683,1
374.4750739,121.8648438,3
488.137451,21.78959709,0
270.578238,322.919649,0
559.6832106,401.1074723,0
612.32238,101.9233007,0
608.4375521,74.36505994,0
343.9244982,414.9999402,0
327.4551912,40.09924368,0
660.9020625,276.0535904,0
615.4896044,98.78569168,0
553.1221664,28.73071529,0
493.2715142,16.77540986,0
419.5868862,12.09242928,0
348.7849596,403.4352006,0
267.0152356,137.5238179,0
236.6083165,175.0788078,0
369.5498373,28.11259429,0
292.2613584,83.74255731,0
480.5958854,437.2175863,0
361.9072064,36.06212327,0
613.2710018,378.4029835,0
527.5981534,33.4377755,0
231.5767792,267.0508748,0
246.6506592,292.6072135,0
393.449706,426.9901639,0
253.1361336,137.6532901,0
499.5074619,429.7268037,0
266.9040274,99.86387936,0
257.4410718,313.5093575,0
260.1876313,302.5901844,0
